LapNumber,Speed,LapTime,TrackTemperature,TyreAge
70,204.218,77.8,35.595481515368846,1
70,204.525,77.6,27.39395226577684,14
70,204.06,77.8,26.596182469295645,12
70,205.022,77.5,36.09735820259863,14
70,204.013,77.8,24.29733539605035,13
70,204.212,77.8,23.98572044296011,10
70,204.328,77.7,38.255785950491614,18
69,203.665,78.0,32.68945223992482,12
69,203.443,78.1,36.87776185636848,2
69,202.776,78.3,36.811496136793686,18
69,203.022,78.2,38.13628190286377,4
69,202.141,78.6,27.764549396342566,7
69,202.385,78.5,27.402804501388573,19
16,196.345,80.9,21.435991121174425,9
60,199.398,92.8,26.72536986585562,13
60,199.609,92.7,26.899613745422435,6
60,198.183,93.4,26.43413680720609,2
59,200.842,92.1,39.14807744014384,15
59,198.728,93.1,25.396123280345986,12
59,198.722,93.1,37.04250139103176,5
59,197.292,93.8,38.46054574538689,11
59,196.31,94.3,22.099907779525687,1
59,195.234,94.8,39.797443390321845,3
59,199.109,93.0,23.7615088920748,13
59,198.224,93.4,29.69697011421117,15
59,195.619,94.6,32.222054950610186,13
58,198.458,93.3,29.54138832364636,3
39,197.859,93.5,20.021886885954384,15
38,198.205,93.4,31.24470202932108,6
35,198.573,93.2,25.284765242062253,15
16,194.96,94.9,29.70322793489383,13
10,188.545,98.2,39.42834569492467,6
67,216.552,76.0,29.77737191488273,11
67,214.099,76.9,32.05018707302927,4
67,215.241,76.5,29.06599641323467,19
67,216.7,76.0,39.915303761934354,11
67,215.261,76.5,30.25853741597427,18
67,215.692,76.3,31.56199314494994,15
67,214.937,76.6,21.996855847422047,7
67,214.484,76.8,34.32614508911224,2
67,213.785,77.0,32.02977480572779,12
67,212.799,77.4,21.084573354712145,9
67,213.53,77.1,39.92304820656267,18
67,213.935,77.0,27.142894363262464,18
67,213.866,77.0,20.4830058512365,2
67,211.947,77.7,37.3903668754878,18
67,211.408,77.9,28.15554619573976,6
67,210.546,78.2,29.14024832382224,1
66,212.097,77.6,37.37055374033847,17
50,211.145,78.0,26.55972936100683,6
40,213.278,77.2,32.10048740696973,15
35,214.652,76.7,31.92860233944796,16
70,192.917,81.8,36.96654724804844,4
70,193.111,81.7,25.755721233591,4
70,194.243,81.2,36.89224099851402,4
70,192.823,81.8,21.157739237717543,4
70,193.533,81.5,20.082149056572515,12
70,193.428,81.5,33.59854055819122,7
70,193.189,81.6,34.83551613322696,10
70,192.475,81.9,26.06813187451227,11
70,192.043,82.1,21.846716509060904,8
70,191.908,82.2,22.342617441797977,11
70,190.634,82.7,27.662691112474164,9
69,191.409,82.4,20.338865436600138,15
69,189.319,83.3,29.213513928669933,15
69,191.409,82.4,34.1476650454841,13
69,190.844,82.6,36.930416269291946,1
68,191.319,82.4,37.90903735915418,16
67,193.861,81.4,34.32696302222241,9
67,189.516,83.2,32.07006519978353,9
62,188.542,83.7,31.65646648050057,19
22,187.262,84.2,32.51435699266955,18
57,197.637,98.7,29.701462519351384,16
57,197.285,98.9,30.44630919000172,6
57,196.399,99.3,33.44601865912533,9
57,196.831,99.1,33.022515949715505,3
57,195.755,99.7,39.99670718841908,13
57,196.093,99.5,37.07686436570489,9
57,195.995,99.5,22.421617107864787,6
57,195.912,99.6,30.186958131661484,3
57,196.013,99.5,25.760934514078755,1
57,195.79,99.6,35.565692733478265,12
57,195.977,99.5,20.903830098034987,2
56,194.57,100.3,30.71206579689059,18
56,193.606,100.8,28.527821498336664,15
56,194.397,100.4,21.90073181691418,10
56,195.469,99.8,37.68445402252252,17
56,193.933,100.6,33.79904717189569,4
56,193.194,101.0,20.61019508829793,17
45,196.214,99.4,38.699446114527206,1
41,193.802,100.7,23.52900751035453,18
44,232.987,108.2,23.185656674829737,12
44,231.182,109.1,27.599752258139496,18
44,233.175,108.1,32.02494922840178,18
44,230.82,109.2,31.29125196214538,17
44,231.142,109.1,38.900048186512535,15
44,231.399,109.0,38.12183615779965,10
44,231.32,109.0,35.599328751612234,1
44,230.236,109.5,32.81381705019966,18
44,228.691,110.3,32.42520791300964,1
43,232.985,108.2,32.414935225772524,6
43,228.853,110.2,34.55695813854585,5
43,227.862,110.7,32.05656813736394,8
43,228.211,110.5,27.277350199989336,16
43,227.218,111.0,36.821095471415774,4
43,227.832,110.7,22.39934896641857,9
43,228.095,110.5,39.43579583578034,16
43,225.731,111.7,27.460874248770004,16
42,233.618,107.9,38.25399492515855,18
19,224.983,112.1,22.81976725056396,2
13,226.915,111.1,22.95345563645872,5
53,230.414,90.5,21.62797070687284,2
53,230.95,90.3,39.275086767021925,11
53,230.955,90.3,20.51427738980959,15
53,231.82,90.0,26.452513736744923,16
53,232.217,89.8,23.872459174780275,17
53,232.505,89.7,34.9012575716929,16
53,232.44,89.7,39.55611441257105,9
53,232.544,89.7,28.47713868902791,16
53,236.859,88.0,20.304230768506045,18
53,229.38,90.9,28.57129644226089,11
53,231.853,89.9,22.20164202355332,1
53,231.167,90.2,38.37421929780919,14
53,229.544,90.9,36.372189192189225,12
53,231.671,90.0,37.85104918236814,16
53,232.166,89.8,34.60662419152286,13
52,225.557,92.5,33.48009792730093,12
52,222.053,93.9,23.01594961486397,19
52,233.646,89.3,34.7400086560806,13
51,223.146,93.5,21.25327731434838,11
11,214.326,97.3,31.75593337531164,5
61,172.464,105.8,35.78758404803419,12
61,171.352,106.5,24.115934219511207,1
61,171.969,106.1,36.82908812930641,4
61,170.408,107.0,29.893216089614008,6
61,170.047,107.3,26.73531811949804,15
61,169.992,107.3,38.99113904330096,16
61,169.587,107.6,26.16048760533344,19
61,170.022,107.3,28.67760240843049,15
61,168.7,108.1,31.850649029340136,16
61,169.943,107.3,28.997440558279187,13
61,170.639,106.9,32.61361921818908,6
61,169.181,107.8,38.38576373678097,15
61,172.482,105.8,30.83514595950791,17
61,167.195,109.1,29.329218091935864,11
57,172.74,105.6,21.884749334852582,3
50,170.523,107.0,28.376489041732103,15
49,166.936,109.3,35.77584778843605,2
29,167.069,109.2,25.81526378966764,7
14,165.348,110.3,27.13703460604933,7
13,165.154,110.4,28.15007879190963,8
67,207.668,79.1,38.465543199634425,11
67,207.168,79.3,34.486586218335965,16
67,207.947,79.0,33.51005528381819,5
67,207.411,79.2,21.46163638600363,16
67,206.564,79.5,29.78647286105937,17
67,206.322,79.6,22.089234314595817,18
67,209.456,78.4,29.621609680405257,8
67,205.798,79.8,20.656521497455863,9
67,206.727,79.5,39.70731928634475,8
67,207.246,79.3,32.34793345758171,3
67,206.545,79.5,39.55666146918303,1
67,206.47,79.6,34.56078412872981,5
66,203.869,80.6,29.73147608486758,12
66,203.178,80.8,22.076085751741328,3
66,204.404,80.4,25.005770379356186,1
21,201.365,81.6,37.61382837683381,5
16,207.257,79.3,35.00049334870938,10
8,202.327,81.2,33.93042712944669,5
6,204.685,80.3,22.584388404405587,3
56,203.722,96.3,21.39773224558556,4
56,203.161,96.6,27.385637807695275,8
56,203.389,96.5,36.95457695738877,12
56,203.018,96.7,25.20260690115549,14
56,203.357,96.5,37.56388585662626,19
56,202.61,96.9,24.231098608433,2
56,202.876,96.7,33.04436818578014,11
56,202.313,97.0,37.01587622659774,19
56,201.863,97.2,23.914285024615968,5
56,200.746,97.8,32.359478226007816,6
56,200.558,97.8,39.99098252734935,6
56,200.202,98.0,39.77162861803071,1
56,201.366,97.5,34.520710216222824,17
56,200.896,97.7,37.39876795327402,1
55,201.793,97.2,22.09871671472073,14
55,200.705,97.8,36.59240360550745,13
55,199.483,98.4,37.73714642573156,11
49,201.677,97.3,22.492465471021195,18
13,196.86,99.7,21.75847218661924,11
2,122.945,159.6,28.29130330393692,1
71,210.377,73.7,29.00840720015011,14
71,208.98,74.2,31.477725569640867,19
71,209.296,74.1,24.54046198833838,12
71,209.022,74.2,31.2827592155327,5
71,209.177,74.2,29.6252199543939,1
71,209.465,74.1,29.97324415836131,19
71,209.042,74.2,23.09038417292143,6
71,209.155,74.2,35.207810337488915,7
71,206.741,75.0,32.28063359198143,7
70,207.796,74.7,30.38497119328211,15
70,208.57,74.4,39.61032271372875,4
70,207.014,74.9,20.02170622617003,9
70,207.498,74.8,30.04971071700871,3
70,206.967,75.0,35.92839066765436,16
70,205.696,75.4,34.91374050084117,9
69,204.721,75.8,25.867086197413585,5
69,204.473,75.9,30.25072697672384,6
69,206.249,75.2,22.21435214187695,2
58,223.978,85.2,23.04680772106771,17
58,221.178,86.3,23.644463619345583,12
58,221.083,86.4,28.90678557336476,7
58,220.137,86.7,27.46022873967577,14
58,219.707,86.9,20.44343111478511,9
58,219.323,87.0,34.91957869978074,16
57,220.14,86.7,38.18349712418188,9
57,217.444,87.8,35.56736814841464,1
57,216.857,88.0,20.717031304609005,5
57,217.951,87.6,34.70243614481937,7
57,216.699,88.1,35.1207077777276,1
57,215.746,88.5,39.15607484358972,11
57,218.178,87.5,27.4253729937246,15
57,216.247,88.3,21.830737434086068,9
57,215.991,88.4,38.59962216684392,4
56,215.742,88.5,39.41513720958952,19
56,215.26,88.7,38.17238813506752,15
48,216.196,88.3,23.44775746838448,14
48,217.668,87.7,20.56583490500467,13
36,220.341,86.6,34.66903739017708,12
28,214.616,89.0,34.063527119453504,13
10,210.022,90.9,33.87655917888367,2
56,206.014,96.9,27.39729928636829,1
56,206.355,96.7,24.263494913886053,4
56,205.237,97.2,26.58089912646942,5
56,204.838,97.4,34.83178961596097,16
56,205.298,97.2,31.84769665558892,6
56,203.872,97.9,28.102611323241977,5
56,203.587,98.0,36.59575906310832,17
56,204.015,97.8,28.27199335674486,19
56,203.903,97.9,33.18969015333737,1
56,202.504,98.5,28.47965783327969,8
55,202.451,98.6,20.707815562838128,12
55,202.262,98.7,35.640757796277185,3
55,202.595,98.5,39.1540181211908,1
55,201.364,99.1,27.482902212897027,17
55,201.07,99.2,33.61687179013812,16
55,200.417,99.6,28.91317947674804,11
55,202.695,98.4,36.68147562094091,6
55,201.82,98.9,37.49911866325063,2
42,204.237,97.7,20.36941573927614,9
36,203.416,98.1,28.684867751562265,11
7,196.608,101.5,39.839865783604985,3
57,207.12,94.1,38.85411205160602,1
57,206.674,94.3,38.76800793352078,7
57,206.483,94.4,21.822296990585745,10
57,206.236,94.5,39.592015896370576,15
57,206.346,94.4,31.51185841743926,17
57,205.477,94.8,20.606175513152248,17
57,204.756,95.2,24.43990890330721,3
57,204.655,95.2,24.909901458310195,3
57,204.065,95.5,21.53996239606259,3
57,203.893,95.6,38.83133311187756,13
56,202.966,96.0,22.34268501808279,1
56,203.278,95.8,24.29217801545331,13
56,203.284,95.8,23.523540462962565,8
55,200.477,97.2,28.30279554262324,8
53,201.33,96.8,34.409747173886615,10
51,202.715,96.1,32.51980177154756,17
41,203.575,95.7,39.0236679397575,14
36,204.26,95.4,31.924519160994308,3
34,202.193,96.4,23.42918881143169,14
26,203.537,95.7,33.77612340472918,1
65,202.685,82.7,27.480145042949307,17
65,202.205,82.9,25.54356686467777,7
65,201.986,83.0,32.463418203143206,15
65,201.59,83.1,28.2062190079387,8
65,200.636,83.5,23.52514119840525,2
65,200.231,83.7,21.85488730425131,8
65,201.952,83.0,30.05909501692945,13
64,199.239,84.1,27.01594286887709,3
64,200.55,83.6,33.63380865302198,19
64,198.82,84.3,21.089334413544243,17
64,198.811,84.3,30.19420851075578,18
64,199.059,84.2,31.413363457952983,15
63,196.71,85.2,24.42145841894022,8
63,196.551,85.3,31.145409981948387,7
46,200.735,83.5,23.85656170336592,4
44,199.492,84.0,21.23858317310477,10
19,196.673,85.2,29.594040292423564,3
9,194.322,86.2,35.41472907586731,4
9,200.754,83.5,39.05873238255235,7
8,194.647,86.1,25.64393343694667,4
7,194.131,86.3,30.174012955994293,2
78,159.715,75.3,26.286043068902657,3
78,159.528,75.4,27.676306423621824,6
78,157.83,76.2,38.76313209491132,5
77,157.683,76.3,24.18077321174498,5
77,158.198,76.0,32.58609963574961,12
77,156.072,77.0,30.83592735597628,18
77,156.852,76.7,33.73867316175491,12
77,156.987,76.6,32.77055596386859,6
77,156.426,76.9,26.434523676044407,9
77,155.993,77.1,38.45046341581088,12
77,156.558,76.8,26.2088218036604,12
77,156.174,77.0,38.97824224696962,2
76,155.953,77.1,24.79281057799304,11
76,156.591,76.8,29.861308259366247,12
76,155.158,77.5,39.34876381751049,7
76,155.688,77.2,23.22877677838993,13
76,155.785,77.2,23.949079692073514,16
76,155.704,77.2,24.83326949359876,10
70,154.77,77.7,27.507991629506613,4
53,154.792,77.7,22.585386505073515,10
17,152.206,79.0,28.79634586322478,11
70,205.239,76.5,36.85675708468659,14
70,204.699,76.7,31.779553759400656,1
70,201.413,77.9,36.79173595776228,1
70,200.331,78.4,30.23351035457157,4
70,204.259,76.9,36.64674485499916,3
70,201.186,78.0,23.94969883666958,18
70,205.58,76.4,34.79664370994678,14
70,201.509,77.9,35.02737562326111,17
70,202.267,77.6,20.278154481564428,16
70,203.478,77.2,20.63599006569738,18
70,199.284,78.8,24.967561974997324,6
70,199.885,78.5,39.82379144766291,2
58,198.497,79.1,36.93365415292208,18
54,197.79,79.4,24.6678681015736,13
47,198.092,79.3,25.42131113760499,15
36,198.776,79.0,35.06597612027447,18
26,202.499,77.5,35.35566610824749,4
21,197.598,79.5,39.28289122603276,13
8,196.019,80.1,33.45460268205106,4
51,204.291,76.8,31.96290749953841,13
51,202.808,77.4,27.00450814676213,15
73,206.101,73.2,39.84817570528598,1
73,206.003,73.3,25.32296606734637,9
73,205.658,73.4,24.563496344038903,14
73,206.397,73.1,25.62063928127881,18
73,203.94,74.0,33.79593375234789,17
73,203.891,74.0,22.74978861413906,12
73,203.924,74.0,31.298778887178027,13
73,204.316,73.9,25.128830536250952,9
72,203.91,74.0,34.30877864285971,18
72,202.604,74.5,34.569547706160535,16
72,203.753,74.1,34.6754173018156,9
72,202.015,74.7,32.77427490779496,14
71,200.969,75.1,33.375700271322536,8
71,201.597,74.9,20.983199115532152,16
70,198.824,75.9,38.1269684313008,13
68,203.753,74.1,30.19894846551005,10
68,200.079,75.4,39.98745722509492,4
56,205.562,73.4,28.932603914769675,1
13,196.807,76.7,26.038669742122952,6
70,208.374,76.2,33.43873172911991,13
70,208.67,76.1,36.31714347139085,8
70,207.34,76.6,28.52346228043469,16
70,205.819,77.2,23.00764798944105,19
70,206.563,76.9,34.79776464743328,9
70,207.027,76.7,24.04955134549092,17
70,207.59,76.5,28.64864883930012,18
70,206.846,76.8,34.57427839440979,6
70,206.199,77.0,39.72195356403094,13
69,206.319,77.0,28.76533290195052,13
69,205.641,77.2,31.684328289344712,6
69,205.563,77.2,26.83254456199594,16
69,205.038,77.4,33.44643479190998,18
69,205.587,77.2,33.852520634927295,9
69,205.678,77.2,21.78382309742621,11
68,204.118,77.8,24.687756598756096,3
68,203.347,78.1,31.41237918008906,1
55,203.757,77.9,22.33221715556596,12
28,201.122,79.0,21.82428385555742,14
59,229.514,80.6,22.37052036300392,2
59,228.159,81.1,27.237401695578768,1
59,226.6,81.7,36.04989771224879,1
59,225.413,82.1,29.203635095565765,12
59,228.89,80.9,21.305654091971128,9
59,225.727,82.0,35.762333053274844,14
58,224.193,82.6,21.204842958695075,9
58,225.328,82.1,20.70758865005452,3
58,221.948,83.4,34.1830758689695,2
58,221.433,83.6,28.684271242707283,16
58,222.666,83.1,36.22121281197892,19
58,223.262,82.9,34.70903499997188,8
58,223.81,82.7,34.09051790728682,12
57,221.879,83.4,29.937623617802185,9
57,219.31,84.4,20.28459378072203,12
53,221.308,83.6,33.78823880317838,19
43,221.097,83.7,30.14739013795233,8
35,219.951,84.1,36.28825121999697,16
29,221.462,83.6,30.64489706412581,10
22,224.307,82.5,31.09990300037593,18
16,217.698,85.0,35.25421058356387,10
8,220.941,83.8,22.827793310981765,1
60,198.783,93.2,29.59421280484632,8
60,199.592,92.9,25.48208190408928,19
60,196.22,94.4,33.10370032978516,6
60,196.665,94.2,34.90963481701942,8
60,196.496,94.3,37.85797481318258,5
60,196.417,94.4,26.25557752883167,14
60,196.216,94.5,31.57501565711039,6
59,195.9,94.6,26.670862422822943,7
59,198.421,93.4,34.49798267253089,11
59,195.302,94.9,38.38252422869272,10
59,193.792,95.6,29.98374804939839,14
59,194.504,95.3,27.564162207542804,5
59,196.122,94.5,31.19841413584508,1
34,197.359,93.9,24.16784016987808,1
19,190.273,97.4,21.08135638721492,16
18,192.658,96.2,25.88493613549092,17
13,180.309,102.8,37.80108595617708,10
2,132.338,140.0,32.363531208351816,1
2,127.112,145.8,34.32077496694457,1
2,108.41,170.9,35.129975512176614,1
2,101.884,181.9,20.64652966522228,1
2,91.61,202.3,30.238854530982827,1
70,196.724,80.2,35.70570469425169,10
70,197.029,80.0,20.01253190355313,11
70,195.721,80.6,27.08639119012777,10
70,196.349,80.3,38.450713928165285,1
70,196.117,80.4,39.83774496367696,18
70,194.804,81.0,38.39148952384345,18
70,195.502,80.7,29.88486371332577,2
70,194.867,80.9,21.48067641959303,12
70,194.915,80.9,34.72487283352982,12
69,194.104,81.3,29.456128716045924,10
69,193.39,81.6,22.77500130587314,19
69,193.054,81.7,33.93528326942857,6
69,194.756,81.0,20.64871422088424,16
69,194.078,81.3,22.05424599081706,7
69,194.759,81.0,32.78699179200106,5
69,192.536,81.9,34.20603981589851,6
68,191.721,82.3,25.54501528288344,3
68,192.327,82.0,31.57358214515677,15
42,191.379,82.4,32.48797728640239,1
41,191.948,82.2,38.70694806090778,5
35,190.234,82.9,23.13928559803869,8
4,181.824,86.7,27.451006273429364,2
58,218.566,87.9,23.620157190062034,15
58,220.136,87.3,23.72131394202572,14
58,218.199,88.1,38.14805928899314,11
58,217.583,88.3,38.27683231093101,18
58,218.464,88.0,27.20486962952165,13
58,216.886,88.6,27.298330243662363,7
58,217.05,88.5,37.16632203929707,19
58,216.118,88.9,39.62596180966382,4
58,216.422,88.8,37.20629524564223,13
58,215.754,89.1,24.99201274800645,8
58,216.559,88.7,36.85529070744164,8
57,216.103,88.9,32.99330567156001,13
57,216.227,88.9,34.0887061755399,17
57,214.334,89.7,32.55974998953253,16
57,214.561,89.6,38.6519931440841,10
57,214.811,89.5,23.53114300717828,9
57,214.681,89.5,33.388219021560104,5
57,213.719,89.9,27.24597379695338,13
57,213.56,90.0,23.87012527589169,5
56,211.287,91.0,30.695498073121847,8
53,212.066,90.6,20.952205161881142,8
9,211.62,90.8,37.792149830284906,5
53,251.653,82.9,36.18842965686554,4
53,251.456,82.9,20.49246613723417,9
53,250.147,83.4,24.01123940281245,6
53,249.217,83.7,33.64828061275075,2
53,248.543,83.9,34.41182358845915,13
53,246.884,84.5,32.27486028737526,19
53,247.605,84.2,24.42689316602321,10
53,246.708,84.5,35.34242499030898,2
53,245.859,84.8,28.44184995069453,17
53,246.024,84.8,35.32400225444272,9
53,246.446,84.6,28.66577855352681,7
52,245.787,84.8,37.0845168712891,4
52,245.35,85.0,36.24153258433486,7
52,245.016,85.1,22.1401201035452,10
52,245.492,85.0,31.31055155745655,18
52,246.309,84.7,32.34714388975936,8
52,244.278,85.4,30.13091162087859,13
52,244.45,85.3,21.86275443294812,13
52,244.267,85.4,34.95978335801142,16
52,243.978,85.5,33.74074651511886,11
10,248.357,84.0,36.44729183269758,2
44,233.261,108.1,35.60315032349156,11
44,233.388,108.0,38.6368214830009,15
44,233.073,108.2,31.349373108220703,13
44,233.002,108.2,29.04273357702703,12
44,232.042,108.7,38.95230912311874,3
44,229.704,109.8,32.914495136009,4
44,229.119,110.0,37.16088775590293,14
44,230.058,109.6,33.55435768401583,3
44,231.549,108.9,23.991932275913715,10
44,229.175,110.0,21.91592965568065,9
44,231.345,109.0,34.10452595597383,16
43,227.71,110.7,39.18116839595097,6
43,227.817,110.7,21.48250530604994,6
43,227.357,110.9,36.486781490473874,16
43,227.39,110.9,35.01844156805866,2
43,226.359,111.4,26.108109545499275,9
43,225.838,111.6,31.99400923602562,8
36,226.868,111.1,39.80183543420469,13
34,226.605,111.3,36.01448129258542,7
29,226.837,111.2,28.741241643284017,14
8,223.682,112.7,28.377946070063945,3
67,186.259,88.2,29.35982201934601,14
67,183.222,89.7,32.91995934770585,17
67,183.295,89.6,28.00789787150612,8
67,182.345,90.1,23.530860218309936,16
67,181.738,90.4,34.90399988001097,11
67,183.359,89.6,22.98968239727571,16
67,184.527,89.0,31.66567107934941,19
67,178.763,91.9,31.9100508957899,8
67,181.205,90.7,36.22742432453521,3
67,180.395,91.1,37.48955182990397,4
66,178.647,92.0,29.74860455598954,17
66,178.3,92.1,33.849450298527124,14
66,177.752,92.4,32.641071873202634,3
65,184.396,89.1,28.97346247421156,5
65,179.514,91.5,25.43096926382256,6
55,180.782,90.9,25.069898111647028,8
54,178.935,91.8,35.206806207004924,8
49,182.67,89.9,32.71032775887494,14
46,184.452,89.1,25.4114554144514,12
45,184.695,88.9,34.326286917237375,9
41,185.59,88.5,32.48093683539672,6
19,130.749,125.6,32.92376780029615,12
56,199.66,98.3,36.04915642632279,16
56,200.259,98.0,25.187947136841967,18
56,201.362,97.5,23.01108112971552,13
56,196.452,99.9,23.62541366265641,1
56,198.392,98.9,28.49873055648205,6
56,196.917,99.7,20.90588759000237,2
56,197.569,99.3,34.405230910662354,6
56,196.945,99.6,25.985420974547345,15
56,197.557,99.3,32.80515585817162,1
56,197.478,99.4,29.945007858987147,2
56,198.418,98.9,26.173068570256262,4
55,196.741,99.7,27.050367209011554,19
55,196.41,99.9,36.21795705749412,14
55,195.989,100.1,30.24591187869575,1
55,195.228,100.5,38.60280546899098,18
54,197.752,99.2,39.78507521321447,16
53,194.748,100.8,37.09457083166538,8
33,194.435,100.9,29.195920670898865,4
30,190.278,103.1,24.87262896607032,12
25,188.576,104.1,38.317911826131365,14
24,182.37,107.6,33.24809543284197,15
11,175.579,111.8,27.886723620984625,10
71,214.126,72.4,37.88569241890545,17
71,213.716,72.6,39.530400746237646,17
71,212.062,73.2,35.42458787185666,5
71,212.036,73.2,26.757751628525263,16
71,213.416,72.7,37.95710334270694,16
71,211.19,73.5,37.7135418832765,5
70,213.946,72.5,23.862977048079173,6
70,211.452,73.4,38.56559365439384,8
70,209.076,74.2,27.18387797009949,18
