LapNumber,LapTime,TyreAge,TrackTemperature,Speed,FuelLoad,EnginePower,DownforceLevel,BrakingEfficiency,TyreCompound,WeatherCondition,PitStopTime,DriverSkill,CarAerodynamics,TrackGripLevel
20,85.19301990693147,4,47.88517116104447,272.278496420996,96.4667639555802,872.1564498706693,2.004682416540998,0.9821070143397161,Soft,Sunny,5.17025856359062,8.930881035792032,3.834793725601629,0.6873775085571456
21,96.41485131528329,22,25.173391669215775,262.80551384968805,52.6241621345216,815.3697248294874,1.933931620599739,0.7895411532227681,Medium,Sunny,3.101329202246853,8.195816802724208,2.218225663384615,0.7346676292247076
22,79.88228512282146,20,37.388973746054546,294.03592079688156,32.754650067598625,791.1284398053338,2.0184678902014337,0.7568512533689462,Medium,Sunny,5.792495127101643,9.953201497918306,2.9305822896719276,0.6770711057931416
23,85.22506269873264,4,36.66575204188159,338.77092317523096,41.59686148689144,956.7743426296133,2.680117338091722,0.8849147041549174,Medium,Sunny,5.240680666146516,7.398037635155536,1.7706998727601686,0.6516442426308755
24,87.82266451527921,8,42.188650539589844,275.244751960986,89.6575707436102,926.151477755613,1.8677682212587758,0.8691013196675288,Hard,Rainy,4.738162672794725,9.217424132449679,2.716594083485008,0.745585562953452
25,90.96244944759626,14,34.97728722574324,287.3753420422953,95.93947348907953,803.6347401919447,2.5229811077194646,0.9153210381119848,Hard,Rainy,4.88157451758296,8.262627880801297,2.4357689257005237,0.6587176741934111
26,102.48115864875547,2,28.168569821244027,334.6066420075422,95.50968784175254,830.3894924845627,2.85093087747135,0.9655382209871337,Hard,Rainy,2.1905288347134046,9.643288142824378,2.7356736607500207,0.8009315126141668
27,81.98858237554259,28,25.081894988947354,311.78152797588893,72.90481527717141,907.5110253626037,2.025643411551843,0.8679235562439969,Hard,Rainy,4.273557467946181,9.151783822651144,2.8628463953916423,0.6141648904763649
28,92.9982053444764,5,38.62456410517676,325.1616393646277,55.86416999421512,943.3236341771528,1.5442680967423505,0.7450225779381375,Hard,Sunny,5.7642276396869185,8.686756670079077,1.3691953668356867,0.7725311032556043
29,95.73450991017148,16,41.569722705596995,271.40000494361146,26.442004141660764,905.3023788474137,1.5369090436874853,0.8794386830084928,Hard,Rainy,2.1564407335700357,9.81308090316454,1.3734734090820528,0.9832022085614632
30,76.62576444519992,25,37.085638360460976,321.64898633325754,21.089891086341808,862.2794742047915,1.7092543325254566,0.8122304702293773,Medium,Sunny,3.1640660740541606,9.737330082819211,2.0424423354196453,0.7435379648241822
31,96.26406981655035,20,42.15053831363584,272.76105786417725,15.37899468772116,986.3157495793815,1.6650672646479983,0.835820508582731,Soft,Cloudy,2.2060459685357414,7.157001987856737,1.463033416463528,0.6550565330595572
32,80.9683443290552,7,24.245636073498805,348.7313982210661,11.594341855807233,932.2430859224692,2.6221278748071497,0.9878453172667498,Hard,Sunny,4.2789663114646626,7.577764140218179,2.0111372545897175,0.7220786921456045
33,77.27680575448478,20,46.474105848294066,305.98861561267375,89.03050498951139,734.6775581173866,1.9422760753610588,0.8664841162727612,Hard,Sunny,2.464802508682116,9.028139754713736,1.0981759343354414,0.916511165333292
34,108.21099380386667,24,37.47186525225509,319.5639258043137,82.817768422301,867.4417296376057,2.4787646604010263,0.7448941476636827,Medium,Rainy,3.9170006248975966,9.765518279518254,2.4029576430090867,0.7254636383554264
35,108.79712115760958,10,23.805317806777914,261.84015841415027,61.10392424504237,822.8669924186954,1.5636831535880455,0.8329475821373548,Hard,Rainy,4.879797747150179,8.290990007605428,1.853640798173466,0.7533983747794264
36,103.29390718407615,5,33.85775612617205,275.065598004157,99.88509290839426,938.4806910372381,1.943610414117214,0.7685291507848488,Medium,Rainy,2.6577541397418702,7.114915736081224,4.568585399511439,0.9155146066100659
37,85.66148192106797,7,45.34375213597734,263.9740659564354,95.7746864981477,713.3989101572296,1.8512193520159208,0.7406447482998789,Hard,Cloudy,5.021457748313083,8.929891779940112,4.432630379182203,0.7042241976631557
38,78.41852399022343,9,46.92686580359481,289.01707152717233,68.95980736432358,823.2170709887284,1.9153207655285442,0.9136702337005098,Soft,Sunny,2.240817847799595,7.5840609917234305,2.201675359734862,0.7913162721590934
39,98.94815592792548,23,27.939485149962845,278.41358642053984,51.811711033622814,795.4828946030458,1.7860766537006991,0.88857072074167,Hard,Cloudy,2.598497921027987,8.65696519995005,2.9019404580707757,0.6252673545321844
40,90.40533728088604,28,41.33797474131359,323.2922259630569,23.695364450181664,742.3557953739155,2.4268740316534796,0.8493366599553285,Hard,Sunny,3.120441452728894,8.15404977587366,4.823168421646807,0.6696282329237166
41,79.27133821956726,2,22.9995574245133,260.8708979628151,56.40344247289171,813.6412345958717,2.494009304485,0.8269714887372539,Medium,Sunny,5.184396269648349,8.674081117306093,3.096385494555354,0.6837789235454602
42,92.33119185389445,22,21.006376142364733,325.20593684503683,24.196930559697453,901.8400834553437,1.7226982357248906,0.7966653192462634,Hard,Cloudy,5.400547556493604,9.7973089583902,4.3937330814719955,0.7854326385420911
43,76.20359823903264,13,36.811968614598285,254.57048246385875,45.86061738215701,808.5033655097579,2.6117189769221367,0.7264026136655506,Medium,Cloudy,2.8815192574649484,8.457401771328916,4.305499107252087,0.9283921519666763
44,106.82621407275738,22,40.84482737984378,270.2017837322392,94.83832975894758,874.0019726057096,1.8750682143879434,0.7897808942590581,Soft,Sunny,2.3831353021019845,7.10358647131637,4.765155888390853,0.7418040643564516
45,84.05729935600058,13,43.873601935295056,329.1964991964603,40.77810904020737,877.8435387817927,1.924383753749348,0.9515183868885357,Hard,Cloudy,5.391815129389006,8.742753958838332,2.222802572635987,0.7521951031548186
46,98.18827995238937,9,30.206487153660042,324.2776641107895,23.75085462791204,876.13333811741,2.743212508265434,0.9351026183761936,Medium,Rainy,4.597469750088428,7.977236590525954,1.1737827049881377,0.7204021060813394
47,85.90988766312938,11,20.19576231286661,297.6326113918863,62.41569438125932,858.8595651832617,2.8517488729067884,0.9916953171823724,Soft,Sunny,2.6314217455947255,9.334404653187416,1.4158149349862192,0.7281964218927579
48,93.20238074122338,5,34.38557711334062,254.9982715077552,64.21277567147249,735.0964707047164,2.737134470202635,0.8968201336393116,Soft,Rainy,4.23086714060301,8.409785410884027,3.2851900756477725,0.7614017601504
49,94.13485977701478,11,20.47560636120701,310.9893741669299,27.442381822112424,765.5367782305977,1.7216442305263937,0.8660919272705179,Medium,Cloudy,5.48948573154214,9.224112213494926,3.121111888643011,0.9597613135319591
50,81.46990594339344,22,22.759535320123998,290.67241039740986,27.69279288237642,940.0201228752967,2.9989014526447795,0.7888133449728609,Medium,Rainy,2.278059768207052,9.726462986044941,2.1938121326961815,0.6097504522534022
1,108.93546197175955,13,29.800670675952453,281.652815019797,99.05948121923443,850.709646676813,2.5082331221735523,0.723058072754068,Hard,Cloudy,2.334884934593121,8.086821973817353,1.9948531895973027,0.8498341318842378
2,102.12964881763901,1,33.11516148680532,314.04106368265343,31.89529655759908,911.8228947508945,2.266002932311056,0.8854055015458544,Soft,Rainy,3.0944310426502724,9.96813373717241,3.8375257184517904,0.9550731620093134
3,107.88246295474661,8,28.384083236889456,293.6614562201726,85.43728313052256,870.9727240638285,2.9322621116301537,0.8464486575027316,Soft,Cloudy,4.609049302394626,7.449438597819356,2.362011488010372,0.7667840358457856
4,106.31895726496771,9,37.45595799514123,259.2421100453179,52.32914429913816,711.6070763500715,2.72607059313989,0.9277223540192832,Medium,Sunny,2.712034037882394,8.931795045679566,3.415807143731219,0.860365443668077
5,95.92649925838798,25,21.660493676542856,341.5950470512344,49.14903150214552,938.8641307053701,2.537614559443105,0.8235573785246908,Soft,Sunny,5.2654688172686575,7.104302809393735,3.8491743460331085,0.8342858318821781
6,107.26559822580909,16,24.33739130718754,327.8493099453379,36.546617454737714,719.2972583587149,2.7575958727231997,0.995665407359311,Medium,Sunny,5.001720707179841,7.639169997553408,2.721861509199244,0.7354525982027249
7,78.09723757181719,16,40.85775202266301,255.63781912905523,79.64432172030978,982.952215347572,2.0781998749168893,0.8192836164590301,Hard,Sunny,4.244019414511921,8.901335774369725,1.7736250619062441,0.6549671387377581
8,81.85940018467008,2,24.264225607937533,302.50638701906956,89.25947905973993,764.6130765115228,2.52665766816032,0.7999214904734742,Medium,Cloudy,2.4642708174813728,7.13857521868329,4.4431206442152025,0.687846888585772
9,76.58295511186883,29,39.19325604711267,258.33775628986285,33.501471540317226,853.7218430380449,1.785870028094652,0.9612959130251741,Hard,Rainy,5.952879313248792,7.305361255865076,1.374123796995192,0.6229780536397416
10,86.38656157671426,18,21.640538622600967,333.7289859058485,18.558700241420258,719.0764127397359,2.9820009529006533,0.8186519269056804,Medium,Sunny,3.9601345182512997,7.873031784745642,4.317882731695065,0.9058909814004473
11,88.60370513913188,0,32.22146837357421,311.30139610519717,22.322759759704887,968.4797135997463,2.3834725501401053,0.9612691957362041,Hard,Cloudy,3.8082925914691184,8.726911407946753,4.346718304590409,0.8131228589523376
12,84.49721611208636,11,25.32228410363547,267.24491335730687,81.35231812896197,993.9820763694413,2.7213558711529613,0.708206285687155,Soft,Cloudy,5.982276318669262,7.047947666173448,3.283997060874996,0.9142534294455005
13,104.00581282031753,6,23.289088476055593,252.0741342806201,49.224422018766326,743.887750816357,2.111009820796551,0.9077779933196763,Medium,Sunny,5.455473053885344,8.447062772733437,3.5179042056945145,0.7160786644747179
14,87.48636643427562,3,37.010983505036826,253.15810121464207,21.872319256965064,788.735962748056,2.637883228912771,0.7215558620497291,Medium,Sunny,3.8254709361259254,8.877231246235315,2.432068244337637,0.9218688557643168
15,84.83270783905833,9,47.850073160168655,300.73654720648295,40.625938577766206,704.7623265381543,2.081077349204041,0.7444697389254855,Medium,Cloudy,3.6752119437450883,8.20756836649699,4.366336888505689,0.7236817535563584
16,93.9943629105387,12,21.643611437706465,323.4373478676774,56.281193456774766,936.089647590237,2.3850076304408745,0.9100225059608773,Hard,Rainy,2.3836375302679444,7.202919422436723,2.054814742245556,0.6485335801694343
17,79.93234787411669,1,32.646627446541025,262.08404513339593,86.68465154605073,793.4392998044237,2.6672022235294683,0.7869170023640574,Medium,Cloudy,5.706046985556318,8.832623905589264,3.2391042547124584,0.8135242914423129
18,103.0768943263914,9,41.22606313236331,272.1284065914958,67.75689288026575,876.6512408025494,1.6747108699443578,0.7631300203838198,Medium,Sunny,5.375099390876792,8.817506190743401,1.0071793418402213,0.9781182232833646
19,77.60927252879198,20,33.880634950634814,282.7259945169532,25.84295209720007,711.7655503840044,2.0351787770544725,0.9404578412888033,Soft,Sunny,3.2400099715196435,8.51812706510351,4.759372423687409,0.765757619612809
20,109.5410427810181,21,44.19487838315736,271.80767820611527,24.28324411225028,914.6380800024242,2.3174054234641455,0.9838740592521091,Medium,Sunny,5.0132851502751095,9.07943642678662,4.793186096840296,0.806155461554207
21,102.02856692538302,24,25.38935947592395,289.13365626871587,47.11007940699903,858.8211890070181,2.000996559132254,0.7697141945614904,Medium,Rainy,5.0509177050956975,7.623405199459853,3.841666740588258,0.780515764752343
22,81.95504885369604,3,48.78782615083222,305.9615005765076,16.767356293158073,917.4940737996506,1.963750852133488,0.7951587868707055,Medium,Rainy,2.9116428689064597,9.035622227051674,2.692959327426327,0.7829739206039328
23,75.19327409932609,17,31.554878833176215,318.49367482413095,78.00194757554857,936.8692939452892,1.9224961343740683,0.914221991801923,Medium,Rainy,4.454621879754733,7.484364218950757,1.7144444054865717,0.6857421192989439
24,103.5411499959192,4,30.24708898832825,346.37751822072283,46.13084382733949,726.7728598536501,1.8416877327140422,0.9445878611667629,Soft,Cloudy,3.0201152136488454,8.178080893104362,2.96985154416135,0.7689929483248965
25,99.7400070346666,18,46.238173835094976,343.08436696831944,40.87213955032513,873.4276362379676,2.773356843833446,0.9997486900981878,Medium,Cloudy,5.159544207743647,7.202699938835794,4.165641889388949,0.7987603881479275
26,100.51525088143455,1,36.916010956753,307.01269748289144,55.819749915229224,894.9832101644865,2.8855336941008884,0.7820112169760798,Medium,Rainy,2.615238809931656,9.45738199624062,3.421094487376104,0.8979433887967633
27,101.9944621340081,11,35.493330257084644,323.41500564563546,73.8061123386563,855.0156261834985,2.5502541722344922,0.8669855766260561,Soft,Rainy,4.67562399474911,8.614700263044822,3.1099862858030347,0.6559327328013188
28,77.59156281069316,16,41.80933758585293,345.0872204625428,61.24122500437469,754.7228194795367,1.544999269147615,0.7402056824364112,Hard,Sunny,3.304046846607045,9.913147607091066,4.397776853306722,0.8286455671439883
29,87.54630049904954,9,37.39502714843271,258.3471944541405,82.21625035497884,938.6791852173211,2.679349792693503,0.7992520315295492,Hard,Sunny,2.144728230141074,9.826979803231243,2.252535743637484,0.8648772494512214
30,79.05541708337954,1,24.87546934271346,250.56347598614292,66.64263074831058,999.2374986518795,2.297909761673048,0.7134905713673808,Soft,Cloudy,2.4948185768435724,9.995683408695555,4.439855880965256,0.7531170625413575
31,105.20861990564578,5,40.22592868594789,252.97997637295833,80.91732406674375,990.7810757285569,2.6371651318254092,0.7632515628509051,Soft,Rainy,4.619596552734376,7.303798510846719,2.7578136109531237,0.8196657491193796
32,96.81543443896453,7,24.004066378463854,306.3349362372964,72.71040462082075,933.2588694931694,2.1560075604942446,0.8519634930353777,Hard,Rainy,2.9596572128879295,8.819741135609986,1.0096553253639584,0.8842968206342523
33,86.58143086984272,28,44.175731160021854,326.28334253025344,27.381055623736284,825.4323168359265,1.5619228723327798,0.7491277368541128,Medium,Cloudy,4.524141490338686,8.222725634902481,3.9277680308002743,0.786040484464561
34,77.22454226001082,18,49.692097931368124,286.70749507450347,14.711900516721888,801.1901493520066,2.5226174788151967,0.9668149930517828,Hard,Rainy,3.659288664005148,8.597993762210873,4.511373538580777,0.7333403682766255
35,85.88438126004817,10,31.32162874924329,304.52391747276187,91.30571204530435,720.5637397302495,2.16619273879309,0.9130927034288944,Medium,Sunny,4.770853855504987,7.9263020980099546,2.9374433560770856,0.9298812889901829
36,86.38141627093614,24,33.34267694606038,301.6366318548537,95.10905488438758,824.8858911255071,2.81106524331787,0.7083208007618292,Soft,Rainy,3.9717944887419203,7.1442065141752895,2.818991476620422,0.9955267524830264
37,100.53621624183225,11,21.39300966448437,259.47708915920197,75.4239066968325,746.8145793195397,2.607206905232141,0.9630104667175641,Soft,Cloudy,3.234188388644684,9.123250808820984,4.221793702123943,0.6866542211178503
38,97.31451149743246,8,20.411995642477347,282.1588264224049,75.17852404263542,776.3004140518085,2.039342621666714,0.9931962982586406,Soft,Cloudy,2.5832767194304074,9.89745122149951,4.539098987824538,0.9557578989494807
39,106.05244599017144,1,47.64258004628983,251.94351551823019,34.31323724446986,967.5660319532053,2.586122939675728,0.8505584709301011,Hard,Rainy,3.364393009685121,8.597145478253214,4.89768042315912,0.8181715456467206
40,91.52752238066823,7,23.858721813175762,261.0705688806511,58.81975379936495,990.5576894533657,2.242812899174296,0.7943832032648733,Soft,Cloudy,4.5395763117070125,7.988739851385686,2.382601164482366,0.7791693049829591
41,79.18579860784055,25,33.37336242678411,331.1858222909778,99.30156973341474,984.5677001397281,1.7991659283893178,0.7790393348200148,Hard,Sunny,4.9618940207897415,9.814834746195919,3.3787550669399384,0.9572652564451611
42,99.96356755280482,10,44.460638715666846,332.94134972483187,87.05292382630175,758.0067057530173,2.1298294791603327,0.7262258482655646,Medium,Sunny,2.6413586993599623,8.093999588424568,4.291673379485201,0.9641355463719221
43,101.6274767015914,27,46.679562797849584,330.19463200450696,37.3954917296797,970.2682624705969,1.8338435917629687,0.8474828134207093,Medium,Sunny,4.6570896355524685,9.743587578221149,3.12740769409416,0.7090627029796381
44,94.64470191493237,20,35.58193055850403,322.68186409522366,37.09412791281014,742.4515902700796,1.5074647799075658,0.7150420066308207,Medium,Rainy,2.717118038606049,9.567072564475211,2.847413332770732,0.7433489086206753
45,101.98385129840963,3,36.9509757492785,329.33128463999014,53.521956203325324,852.2980623628449,1.8701936603837188,0.8511511573982555,Soft,Cloudy,2.887277373959934,8.586133017246224,3.287728324766946,0.940769696662864
46,92.28284587275368,9,40.09051917389817,317.09823412695187,46.413879955100604,893.099010179312,1.8142819888623756,0.775764532217528,Medium,Sunny,4.12526896112006,9.030618000005372,2.4274679970692064,0.7963298120946721
47,93.2956490283698,20,48.84147410431146,316.9833338816289,43.403774165215715,838.7400619301256,1.5065053630303522,0.842929586673455,Soft,Cloudy,3.156809207904299,9.100952330846832,1.7683043763864847,0.7152114777244909
48,89.96393564254923,19,38.08009882833515,316.7361797491808,66.4274717925493,985.5512306250425,2.6758880521503268,0.8255152379033361,Hard,Cloudy,4.6463817649459465,8.923275115081772,1.2665244536395406,0.9848703696366414
49,75.88966943604333,15,36.784257783690386,301.4042789678204,11.03432226701838,799.9638169274815,1.6154774072562783,0.7915342756012903,Soft,Cloudy,5.823106496966153,7.482249864915876,3.4399230577887736,0.6868152332318431
50,78.77619994476565,7,20.436024057979722,286.33472334648445,78.70056724299491,858.2132989294191,2.173588610908323,0.8345914718550018,Medium,Sunny,2.595568805349577,9.078328635120462,2.5165374459279772,0.8441348843948755
1,76.1000214990357,3,22.42849106067068,323.0195266161555,76.60476970082064,722.6349806438991,2.1268247635455975,0.8422101667736956,Soft,Cloudy,4.282043329237666,7.009654252335052,4.531812013011078,0.771166568081647
2,97.27436439423232,28,37.31514879871989,279.8646013586742,84.72931125352311,955.6673740234471,1.7721121759583154,0.9501075284725715,Soft,Sunny,5.693196730692771,9.130110455137789,1.891836716409376,0.7805206199406186
3,86.00245933767144,9,48.0872116342161,304.2902131477619,85.7305605976132,824.0090187831834,2.950302759806071,0.899735003029681,Hard,Sunny,2.7061159066064495,8.664508403875603,2.242846600035649,0.6423952686956391
4,92.7999741907646,11,46.00074045198185,293.3355620217881,60.97597252844216,910.1596346775992,2.4056004073902875,0.8299469793044055,Soft,Sunny,3.4674036135394326,7.779281266428516,4.882024944907638,0.7028553221522733
5,106.76482658741325,28,49.47736768976614,277.6622277093701,80.20665420609616,904.6736893148254,2.7202695685872538,0.971572581272721,Medium,Rainy,2.4944673399591486,9.411293034231544,3.2251648188600974,0.6667988371568208
6,83.72522802021062,13,35.83502112683822,347.4689920452463,54.31556129324673,902.878867850274,2.2442108358524253,0.9267222329509924,Soft,Cloudy,4.568150873255794,8.215836816629562,2.38701217139727,0.8998499479924915
7,89.36340230624704,15,43.637928153133004,275.87516452018195,95.63768527764704,852.0814836272323,2.5842178760593697,0.7227150691324868,Soft,Rainy,4.676571710778805,8.457331553848398,4.443577295233975,0.8790977596034703
8,101.44428984900671,21,45.21200994468022,280.929306372303,27.162867680869127,783.2556371643523,2.954668812467637,0.7461237487797671,Medium,Rainy,4.656729277742548,7.083023664601404,3.9735003581411457,0.91764157841408
9,83.00793579220678,17,39.440949719925854,266.1587501758068,92.40553828665094,887.5283675684159,2.0226081207046525,0.724500365083263,Soft,Rainy,4.168508193453381,8.203959057299578,3.2925717356637194,0.8797051519186947
10,77.69429684400775,20,30.162497126435216,332.2980625314291,33.26773251409508,988.5374511433654,2.2563957790649183,0.7956590079336936,Hard,Rainy,4.985043471191089,7.502088377449479,4.5563987636217185,0.6514841631034746
11,85.14130085198188,21,34.099353039733835,308.65894005544897,19.245103631816683,950.1847767838942,2.2718053480380096,0.830693986240952,Medium,Sunny,2.143509185519919,7.82842993550423,1.3758460976304558,0.9914367920970223
12,80.64274505389015,20,45.73751216730703,311.30392564723854,49.519400266627066,732.6304694661329,2.987992224486208,0.8512737768279623,Medium,Sunny,5.830053949781225,7.756418496060218,2.577975774119634,0.6754067217948123
13,107.53941783199005,11,28.95643777946492,332.0561411799098,65.34255181744535,706.956220475965,1.8496487195883196,0.9554236596090337,Soft,Cloudy,2.888384831717414,7.138062381202281,4.242200415302893,0.7401798673981199
14,103.2842132847546,17,47.712293937999455,284.2919658629879,30.7890885879957,849.6914070611303,2.5129612628806184,0.7053868857349345,Hard,Cloudy,2.4862478747669736,8.381483635742853,2.5437719759586463,0.8827509049255491
15,97.16913147786482,29,26.894190242679954,269.36334253802136,60.021661702986805,932.7488055144208,1.7073445176835385,0.828486521723537,Hard,Sunny,5.764544171767726,8.567777239389667,4.706946107046993,0.6561795712884174
16,105.50112065657012,6,42.48549245470342,269.8405363993904,82.71040212410543,794.1707659501621,2.890610298081372,0.8232995121046489,Medium,Cloudy,5.321747665446333,8.71318788604395,1.6100845121913792,0.6682024819991014
17,103.128522691469,19,38.916777030372145,323.26198214622593,33.13764692233505,910.3714833712683,2.385572878502548,0.9842427809977907,Medium,Cloudy,5.059481677166721,8.386659311477064,2.346549224933088,0.9506300576405261
18,81.52995206101126,23,42.48798323362287,311.4115154462447,62.22900213227827,979.5763792716427,2.789117290559205,0.7723110752872578,Soft,Rainy,2.4189828357559264,9.60858068205122,2.7029702485972527,0.7328059800153797
19,106.23956494714922,22,33.12042717297784,270.6338878582089,40.53813365737723,837.6953520804007,2.8428623165092612,0.7367217435716407,Medium,Rainy,5.230116854704663,7.113039235325928,3.747848345079859,0.8662336981938945
20,93.87697846704778,6,47.97923187661954,264.50653946404236,57.67916207774322,773.2478968691865,2.3356648681562215,0.7426780636551927,Hard,Rainy,4.436094092039131,8.84142581737978,1.7813979283687353,0.9434993967313803
21,103.2604054307422,8,38.97416607234432,262.06873051619726,70.02271176174725,975.3273586240741,2.5230109068572975,0.8560428171783486,Soft,Rainy,4.92763444404738,9.598395038920849,1.039455341519555,0.9892802915967295
22,106.36319549732227,0,28.64887413662769,312.7798647703038,41.53803146344831,841.6791892011145,2.5480809600433654,0.8172711410516399,Soft,Rainy,5.91228111927357,7.123120722737081,4.906037256748904,0.684114276340326
23,86.13012162401523,25,39.15365211956431,250.011864491085,99.50345942069207,822.351792002533,2.1907212352631382,0.9262426085091968,Hard,Sunny,2.777764708472001,8.488920998272718,4.595028395583403,0.6491712450263978
24,78.85181735846868,5,28.604472416210935,251.8319342603544,60.739767858667676,806.0084714622772,2.1522573709539974,0.7969547116460628,Hard,Rainy,4.01752784327412,8.767081578645694,2.2008883415510323,0.8962947783291406
25,82.97773068896797,5,28.808971752796225,288.95531356260955,84.20154031836448,826.9050857316439,1.7792823284672143,0.7383885256007064,Medium,Rainy,5.01340778583646,7.572717248730034,2.9339233595203997,0.6752807301799625
26,89.94877260191898,21,31.987955348626038,319.13498642761624,75.2621700619712,902.0973562547075,2.0758718407518137,0.8160627369163101,Hard,Sunny,3.734625403086793,7.757500326495698,2.9556808415481473,0.8320760810762048
27,103.63051680728725,28,45.57291252707357,319.5039376497404,86.7524782332653,830.1158881660463,2.9861354108183322,0.9649106851967666,Soft,Rainy,2.218612331672834,9.356780012630058,4.476902222505048,0.8130580669178702
28,105.12557041397201,11,35.00893623181976,293.0118273607691,25.642085908471113,797.267166567766,1.9047923656777288,0.8216579660263188,Soft,Cloudy,2.4457555955020847,8.70219334512856,3.388240564586619,0.8239693200955042
29,75.24332456859167,21,40.367025266906225,319.10736066045695,30.029833875490386,923.0912996679159,2.6436613630141554,0.9500883167425443,Hard,Sunny,4.408367890182491,7.947336091726189,4.30572409103148,0.8599171361354692
30,92.87615559021481,11,31.75903220823389,302.10961795801256,53.86700601012612,760.8914281073189,1.5890212050849581,0.8114590257560743,Medium,Cloudy,3.140016585563026,9.29426566683181,4.6479766053801965,0.9403568304083008
31,89.60938511020727,9,27.908163194206445,347.6931416797315,86.70958088368981,760.5801173922664,2.2012031961114875,0.7844156871749364,Soft,Cloudy,2.5513625892103735,9.240146722612737,3.263812526850391,0.708727232966397
32,82.77377336647555,22,48.63920482148694,266.2460213836833,27.784592325177286,908.930660964687,1.5876151978757185,0.9324588189716037,Medium,Sunny,3.3595679900983297,8.036205355925167,2.141929870954823,0.8220973352254797
